Region,State,City,Category,Sub-Category,Product Name
West,Washington,Seattle,Office Supplies,Storage,Standard Rollaway File with Lock
West,Washington,Seattle,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders"
West,Arizona,Mesa,Furniture,Tables,Bevis Boat-Shaped Conference Table
East,Pennsylvania,Philadelphia,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"
East,Pennsylvania,Philadelphia,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
East,Pennsylvania,Philadelphia,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer"
East,Pennsylvania,Philadelphia,Office Supplies,Paper,Xerox 210
East,Pennsylvania,Philadelphia,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
East,Pennsylvania,Philadelphia,Furniture,Furnishings,Staple-based wall hangings
Central,Texas,Round Rock,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners
Central,Texas,Round Rock,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
South,Mississippi,Jackson,Office Supplies,Storage,Home/Office Personal File Carts
West,Arizona,Phoenix,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural"
West,Arizona,Phoenix,Office Supplies,Binders,Avery Durable Slant Ring Binders
West,Arizona,Phoenix,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream"
West,California,Oceanside,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps
South,Arkansas,Fayetteville,Office Supplies,Binders,Zipper Ring Binder Pockets
West,California,San Francisco,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes"
South,Florida,Boca Raton,Office Supplies,Labels,Avery File Folder Labels
East,New York,New York City,Office Supplies,Labels,Color-Coded Legal Exhibit Labels
East,New York,New York City,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener
East,New York,New York City,Office Supplies,Paper,Xerox 212
East,New York,New York City,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations
East,New York,New York City,Office Supplies,Labels,Avery File Folder Labels
East,New York,New York City,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
East,Pennsylvania,Philadelphia,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame
East,Pennsylvania,Philadelphia,Office Supplies,Binders,GBC Linen Binding Covers
East,New York,New York City,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
East,New York,New York City,Office Supplies,Binders,Tuf-Vin Binders
West,Oregon,Portland,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters
Central,Michigan,Detroit,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer
South,North Carolina,Wilmington,Office Supplies,Binders,Angle-D Ring Binders
Central,Indiana,Columbus,Office Supplies,Paper,Xerox 188
East,New York,New York City,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair
West,Colorado,Louisville,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
West,Colorado,Louisville,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)
West,Colorado,Louisville,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black"
Central,Texas,Pasadena,Office Supplies,Labels,Avery 499
Central,Texas,Pasadena,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
Central,Texas,Pasadena,Technology,Machines,Wasp CCD Handheld Bar Code Reader
Central,Texas,Houston,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder
East,New York,Auburn,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps
East,New York,Auburn,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener
South,Florida,Jacksonville,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
East,New York,New York City,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders
West,California,San Jose,Office Supplies,Fasteners,Advantus SlideClip Paper Clips
West,California,San Jose,Office Supplies,Paper,Xerox 1979
South,Virginia,Virginia Beach,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine
South,Virginia,Virginia Beach,Technology,Phones,Plantronics Voyager Pro Legend
South,Kentucky,Henderson,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes
South,Kentucky,Henderson,Office Supplies,Storage,Portable Personal File Box
South,Kentucky,Henderson,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers
South,Kentucky,Henderson,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
West,Washington,Vancouver,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener
East,New York,New York City,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System
East,New York,New York City,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top"
West,California,Murrieta,Office Supplies,Storage,Fellowes Super Stor/Drawer Files
South,North Carolina,Jacksonville,Office Supplies,Paper,Xerox 1910
West,Arizona,Scottsdale,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2"
West,Arizona,Scottsdale,Office Supplies,Binders,UniKeep View Case Binders
Central,Iowa,Burlington,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
Central,Illinois,Chicago,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker
West,California,San Diego,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"
West,Washington,Olympia,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
West,Washington,Olympia,Office Supplies,Storage,Project Tote Personal File
West,Washington,Seattle,Furniture,Tables,Bevis 36 x 72 Conference Tables
West,Washington,Seattle,Technology,Accessories,Enermax Acrylux Wireless Keyboard
West,California,Los Angeles,Office Supplies,Paper,Xerox 216
East,New York,New York City,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs
East,New York,New York City,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
East,New York,New York City,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4
East,New York,New York City,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart
East,District of Columbia,Washington,Office Supplies,Art,Staples in misc. colors
East,District of Columbia,Washington,Furniture,Chairs,Global Comet Stacking Arm Chair
East,District of Columbia,Washington,Technology,Machines,Cisco SPA525G2 5-Line IP Phone
East,Pennsylvania,Philadelphia,Office Supplies,Envelopes,Peel & Seel Envelopes
West,California,Los Angeles,Office Supplies,Binders,GBC Plastic Binding Combs
East,Ohio,Springfield,Office Supplies,Paper,Xerox 2
East,Ohio,Springfield,Office Supplies,Paper,Xerox 1935
East,Ohio,Springfield,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset
East,New Jersey,Hackensack,Office Supplies,Paper,Easy-staple paper
East,New Jersey,Hackensack,Technology,Phones,Cisco SPA508G
East,New Jersey,Hackensack,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs
East,New Jersey,Hackensack,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock
East,New Jersey,Hackensack,Office Supplies,Labels,Avery 514
East,Ohio,Cincinnati,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes
East,Ohio,Cincinnati,Office Supplies,Binders,Acco 3-Hole Punch
East,Ohio,Cincinnati,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems
Central,Missouri,Jefferson City,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
West,California,Los Angeles,Office Supplies,Binders,Aluminum Screw Posts
South,North Carolina,Burlington,Office Supplies,Art,Newell 336
South,North Carolina,Burlington,Office Supplies,Art,Staples in misc. colors
Central,Missouri,Saint Peters,Furniture,Tables,Chromcraft Round Conference Tables
East,New York,New York City,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack
East,New York,New York City,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"
Central,Illinois,Chicago,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack"
Central,Illinois,Chicago,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge
Central,Illinois,Rockford,Furniture,Chairs,"Global Stack Chair without Arms, Black"
South,Florida,Miami,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone
South,Florida,Miami,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting"
West,California,San Francisco,Technology,Phones,Plantronics HL10 Handset Lifter
West,California,San Francisco,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac
East,Pennsylvania,Philadelphia,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
East,Pennsylvania,Philadelphia,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
East,Pennsylvania,Philadelphia,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock"
East,New York,New York City,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils
East,New York,New York City,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets
East,New York,New York City,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
East,New York,New York City,Office Supplies,Binders,Avery Round Ring Poly Binders
West,California,San Diego,Office Supplies,Binders,Avery Hole Reinforcements
West,California,San Diego,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
East,Pennsylvania,Philadelphia,Office Supplies,Fasteners,Stockwell Gold Paper Clips
Central,Texas,Houston,Furniture,Chairs,Global Deluxe Steno Chair
East,Ohio,Toledo,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector
East,Ohio,Toledo,Office Supplies,Fasteners,"Super Bands, 12/Pack"
East,Ohio,Toledo,Office Supplies,Art,Crayola Colored Pencils
East,Ohio,Toledo,Technology,Phones,Plantronics 81402
East,Ohio,Toledo,Office Supplies,Fasteners,Assorted Color Push Pins
East,Ohio,Toledo,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series"
West,California,San Francisco,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray"
Central,Texas,Brownsville,Office Supplies,Supplies,Staple remover
West,California,Los Angeles,Office Supplies,Art,Newell 333
West,Colorado,Denver,Office Supplies,Paper,Xerox 1881
East,New York,New York City,Office Supplies,Binders,3M Organizer Strips
West,Arizona,Mesa,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder
West,Arizona,Mesa,Office Supplies,Binders,Round Ring Binders
West,Arizona,Mesa,Technology,Accessories,Micropad Numeric Keypads
Central,Indiana,Columbus,Office Supplies,Art,Newell 328
West,Washington,Seattle,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector
West,Washington,Seattle,Office Supplies,Storage,Sterilite Officeware Hinged File Box
West,Washington,Seattle,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs
Central,Michigan,Detroit,Office Supplies,Paper,Easy-staple paper
Central,Michigan,Detroit,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy"
East,New York,Yonkers,Furniture,Tables,Chromcraft Round Conference Tables
East,New York,Yonkers,Office Supplies,Paper,Easy-staple paper
East,New York,Yonkers,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart
East,New York,Yonkers,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder
Central,Iowa,Des Moines,Office Supplies,Paper,Xerox 224
West,California,Oakland,Technology,Phones,Nokia Lumia 521 (T-Mobile)
West,California,Oakland,Office Supplies,Labels,Avery 488
South,North Carolina,Monroe,Furniture,Furnishings,Telescoping Adjustable Floor Lamp
South,North Carolina,Monroe,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit
West,California,San Diego,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners
West,California,San Diego,Technology,Phones,AT&T 1080 Corded phone
East,Maryland,Clinton,Office Supplies,Paper,Xerox 1950
East,Maryland,Clinton,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center
South,North Carolina,Charlotte,Office Supplies,Storage,"Fellowes Mobile File Cart, Black"
South,North Carolina,Charlotte,Office Supplies,Binders,GBC Recycled VeloBinder Covers
West,California,Los Angeles,Furniture,Tables,Hon 4060 Series Tables
West,California,San Francisco,Office Supplies,Art,Newell 326
West,California,San Francisco,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"
West,California,San Francisco,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390
West,California,San Francisco,Office Supplies,Art,Newell 346
Central,Texas,Houston,Office Supplies,Binders,Avery Non-Stick Binders
Central,Texas,Houston,Office Supplies,Binders,UniKeep View Case Binders
West,California,Riverside,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
Central,Texas,Houston,Office Supplies,Storage,"Tennsco Lockers, Gray"
Central,Texas,Houston,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"
Central,Texas,Houston,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
Central,Texas,Houston,Office Supplies,Fasteners,Staples
Central,Texas,Houston,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13"
Central,Texas,Houston,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector
Central,Texas,Houston,Office Supplies,Paper,Xerox 1905
Central,Texas,Houston,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems
West,California,Encinitas,Office Supplies,Binders,Binding Machine Supplies
West,California,Encinitas,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order"
West,California,Encinitas,Technology,Accessories,Logitech Illuminated - Keyboard
South,Georgia,Roswell,Office Supplies,Paper,Xerox 1908
South,Georgia,Roswell,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard
South,Georgia,Roswell,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9"""
South,Georgia,Roswell,Office Supplies,Envelopes,Security-Tint Envelopes
South,Arkansas,Jonesboro,Technology,Phones,Apple iPhone 5C
South,Arkansas,Jonesboro,Office Supplies,Art,Newell 351
South,Arkansas,Jonesboro,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak"
South,Arkansas,Jonesboro,Office Supplies,Art,Newell 327
South,Arkansas,Jonesboro,Office Supplies,Envelopes,Staple envelope
South,Arkansas,Jonesboro,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms
Central,Indiana,Richmond,Office Supplies,Art,50 Colored Long Pencils
Central,Indiana,Richmond,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes
South,Virginia,Springfield,Furniture,Tables,KI Adjustable-Height Table
South,Virginia,Springfield,Office Supplies,Paper,Xerox 1945
South,Virginia,Springfield,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes
West,California,Antioch,Office Supplies,Paper,Xerox 216
East,Pennsylvania,Philadelphia,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum"
East,Pennsylvania,Philadelphia,Office Supplies,Labels,Avery 502
South,Florida,Homestead,Office Supplies,Storage,Steel Personal Filing/Posting Tote
Central,Indiana,La Porte,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray"
Central,Indiana,La Porte,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector
Central,Indiana,La Porte,Office Supplies,Paper,Xerox 1896
Central,Indiana,La Porte,Office Supplies,Art,Newell 332
Central,Indiana,La Porte,Office Supplies,Binders,Cardinal Slant-D Ring Binders
West,California,Los Angeles,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps
West,California,Los Angeles,Office Supplies,Fasteners,Stockwell Push Pins
West,California,Los Angeles,Office Supplies,Paper,Xerox 223
West,California,Los Angeles,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer
West,California,Los Angeles,Office Supplies,Storage,"Fellowes Mobile File Cart, Black"
Central,Michigan,Lansing,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum
Central,Michigan,Lansing,Office Supplies,Fasteners,Staples
Central,Michigan,Lansing,Office Supplies,Binders,Acco Expandable Hanging Binders
Central,Michigan,Lansing,Technology,Phones,Shocksock Galaxy S4 Armband
